PartNum,Conversion Code
2962-136,KOEL36
2962-136,KOEL
2962-148,KOEL
2962-148,KOEL48
2962-215,KOEL
2962-215,KOEL15
2962-224,KOEL
2962-224,KOEL24
2962-225,KOEL
2962-225,KOEL60
2962-226,KOEL60
2962-248,KOEL
2962-248,KOEL60
2991-136,GREV36
2991-148,GREV48
2991-236,GREV36
2991-524,GREV24
300-040BS,BRASS2
300-200,CLAVAL
300-200,CLA VAL
300-201,CLA VAL
300-202,CLA VAL
300-202,CLAVAL
300-360BS,BRASS2
30-1000,STOCKHAM
30-1001,STOCKHAM
30-1002,STOCKHAM
30-1003,STOCKHAM
3010-036,LAGE36
30-1004,STOCKHAM
30-1005,STOCKHAM
30-1006,STOCKHAM
30-1010,SYSTEMATIC
30-1011,SYSTEMATIC
30-1012,ELECTRIC
30-1013,ELECTRIC
3010-136,LAGE36
30-1014,ELECTRIC
30-1020,BROWNLINE
30-1020,PVCFIT
3010-236,LAGE36
3010-336,LAGE36
30-1040,BROWNLINE
3010-436,LAGE36
3010-536,LAGE36
30-1060,BROWNLINE
3010-636,LAGE36
3010-736,LAGE36
30-1080,PVCFIT
30-1080,BROWNLINE
3010-836,LAGE36
3010-936,LAGE36
30-1100,BROWNLINE
30-1100,PVCFIT
3011-036,LAGE36
30-1110,SLV
30-1111,SLV
30-1112,SLV
30-1113,SLV
3011-136,LAGE36
30-1114,SLV
30-1115,SLV
30-1116,SLV
30-1117,SLV
30-1118,SLV
30-1120,BROWNLINE
30-1121,SLV
30-1140,BROWNLINE
30-1160,BROWNLINE
30-1180,BROWNLINE
30-1200,BROWNLINE
30-1220,BROWNLINE
3012-224,LAGE24
3012-324,LAGE24
30-1240,BROWNLINE
3012-424,LAGE24
30-1260,BROWNLINE
30-1280,BROWNLINE
30-1300,BROWNLINE
3013-115,LAGE15
30-1320,BROWNLINE
3013-215,LAGE15
3013-315,LAGE15
30-1340,BROWNLINE
3013-415,LAGE15
30-1360,BROWNLINE
30-1380,BROWNLINE
30-1400,BROWNLINE
3014-024,LAGE24
3014-036,LAGE36
3014-115,LAGE15
3014-124,LAGE24
3014-136,LAGE36
3014-148,LAGE48
30-1420,BROWNLINE
3014-224,LAGE24
3014-236,LAGE36
3014-324,LAGE24
3014-336,LAGE36
30-1440,BROWNLINE
3014-424,LAGE24
3014-436,LAGE36
3014-524,LAGE24
3014-536,LAGE36
30-1460,BROWNLINE
3014-624,LAGE24
3014-724,LAGE24
3014-736,LAGE36
30-1480,BROWNLINE
3014-815,LAGE15
3014-824,LAGE24
3014-836,LAGE36
3014-924,LAGE24
3014-936,LAGE36
30-1500,BROWNLINE
3015-124,LAGE24
30-1520,BROWNLINE
30-1530,FITTING
30-1540,BROWNLINE
30-1560,BROWNLINE
30-1580,BROWNLINE
30-1590,FITTING
30-1591,FITTING
30-1600,BROWNLINE
30-1620,BROWNLINE
30-1640,BROWNLINE
30-1660,BROWNLINE
30-1680,BROWNLINE
30-1700,BROWNLINE
30-1720,BROWNLINE
30-1740,BROWNLINE
30-1760,BROWNLINE
30-1780,BROWNLINE
30-1800,LSBID
30-1820,BROWNLINE
30-1821,FITTING
30-1822,FITTING
30-1840,BROWNLINE
30-1860,BROWNLINE
30-1880,BROWNLINE
30-1900,BROWNLINE
30-1920,BROWNLINE
30-1940,BROWNLINE
30-1960,BROWNLINE
30-1980,BROWNLINE
30-2000,BROWNLINE
3020-005,LAGE5
30-2001,PTSSAT
30-2002,PTSSAT
30-2003,ALERT
3020-030,LAGE30
30-2004,CRIS
30-2005,ALERT
30-2006,ALERT
30-2007,ALERT
30-2008,ALERT
30-2009,ALERT
30-2010,ALERT
3020-105,LAGE5
30-2011,SLV
3020-115,LAGE15
30-2012,SLV
3020-124,LAGE24
30-2013,SLV
3020-130,LAGE30
3020-136,LAGE36
30-2014,SLV
3020-148,LAGE48
30-2015,SLV
30-2016,RCONT
30-2017,DATA
30-2018,DATA
30-2019,DATA
30-2020,BROWNLINE
30-2021,IRROMETER
3020-215,LAGE15
30-2022,IRROMETER
3020-224,LAGE24
30-2023,PUMP
3020-230,LAGE30
30-20231,PUMP
30-20232,PUMP
3020-236,LAGE36
30-2024,KBI
30-2024,KING
3020-248,LAGE48
30-2025,KBI
30-2025,KING
30-2026,KING
30-2026,KBI
30-2027,KING
30-2027,KBI
30-2028,KBI
30-2028,KING
30-2029,KING
30-2029,KBI
30-2030,KBI
30-2031,KBI
3020-315,LAGE15
30-2032,PUMP
3020-324,LAGE24
30-2040,BROWNLINE
30-2041,PUMP
3020-415,LAGE15
30-2042,PUMP
30-2043,PUMP
3020-515,LAGE15
30-2060,BROWNLINE
3020-615,LAGE15
30-2080,BROWNLINE
30-2091,WATER
30-2095,PUMP
30-2096,PUMP
30-2096,IRRBID
30-2097,PUMP
30-2100,BROWNLINE
30-2103,ALERT
30-2104,ML
30-2120,BROWNLINE
30-2140,BROWNLINE
30-2160,BROWNLINE
30-217,DIG
30-217,LEIT
30-218,ALTEC
30-218,RCONT
30-218,LEIT
30-2180,BROWNLINE
30-219,RCONT
30-219,LEIT
30-219,ALTEC
30-220,RCONT
30-220,ALTEC
30-220,LEIT
30-2200,BROWNLINE
30-221,ALTEC
30-221,LEIT
30-221,RCONT
3022-115,LAGE15
3022-124,LAGE24
3022-130,LAGE30
3022-136,LAGE36
3022-148,LAGE48
30-222,LEIT
30-222,DIG
30-222,ALTEC
30-2220,BROWNLINE
3022-215,LAGE15
3022-224,LAGE24
3022-230,LAGE30
3022-236,LAGE36
3022-248,LAGE48
30-223,ALTEC
30-223,LEIT
30-2230,DIG
30-2230,LEIT
3022-315,LAGE15
3022-336,LAGE36
3022-348,LAGE48
30-224,ALTEC
30-224,LEIT
30-2240,BROWNLINE
3022-415,LAGE15
3022-436,LAGE36
3022-448,LAGE48
30-225,LEIT
30-225,ALTEC
3022-515,LAGE15
3022-536,LAGE36
3022-548,LAGE48
30-226,IRRBID
30-226,ALTEC
30-226,LEIT
30-2260,BROWNLINE
3022-624,LAGE24
3022-636,LAGE36
30-227,LEIT
3022-724,LAGE24
30-228,LEIT
30-2280,BROWNLINE
30-229,DIG
30-229,LEIT
30-2291,LEIT
30-2291,DIG
30-2292,LEIT
30-2292,DIG
30-2293,LEIT
30-2300,BROWNLINE
30-231,LEIT
3023-124,LAGE24
3023-136,LAGE36
3023-148,LAGE48
30-232,LEIT
30-232,DIG
30-232,LEIT
30-2320,BROWNLINE
3023-236,LAGE36
30-233,DIG
30-233,LEIT
30-2340,BROWNLINE
30-2360,BROWNLINE
30-2380,BROWNLINE
30-2400,BROWNLINE
30-2400,NIPPLE
3024-024,LAGE24
3024-048,LAGE48
3024-115,LAGE15
3024-124,LAGE24
3024-130,LAGE30
3024-136,LAGE36
3024-148,LAGE48
3024-160,LAGE60
30-2420,BROWNLINE
30-2420,NIPPLE
3024-215,LAGE15
3024-224,LAGE24
3024-230,LAGE30
3024-236,LAGE36
3024-248,LAGE48
3024-260,LAGE60
3024-315,LAGE15
3024-324,LAGE24
3024-336,LAGE36
3024-348,LAGE48
3024-360,LAGE60
30-2440,BROWNLINE
30-2440,NIPPLE
3024-415,LAGE15
3024-424,LAGE24
3024-436,LAGE36
3024-448,LAGE48
3024-460,LAGE60
3024-524,LAGE24
3024-536,LAGE36
3024-548,LAGE48
3024-560,LAGE60
30-2460,BROWNLINE
30-2460,NIPPLE
3024-624,LAGE24
3024-636,LAGE36
3024-648,LAGE48
3024-660,LAGE60
3024-724,LAGE24
3024-736,LAGE36
30-2480,BROWNLINE
30-2480,NIPPLE
3024-836,LAGE36
3024-924,LAGE24
3024-936,LAGE36
30-2500,BROWNLINE
30-2500,NIPPLE
3025-036,LAGE36
3025-115,LAGE24
3025-124,LAGE24
3025-136,LAGE36
30-2520,NIPPLE
30-2520,BROWNLINE
30-2540,BROWNLINE
30-2540,NIPPLE
30-2560,BROWNLINE
30-2560,NIPPLE
30-2580,BROWNLINE
30-2600,BROWNLINE
3026-115,LAGE15
3026-215,LAGE15
3026-224,LAGE24
3026-230,LAGE30
3026-236,LAGE36
3026-248,LAGE48
3026-324,LAGE24
3026-348,LAGE48
30-2682,NETAFIM
30-2683,NETAFIM
30-2684,NETAFIM
30-2685,NETAFIM
30-2686,NETAFIM
30-2687,NETAFIM
30-2688,NETAFIM
30-2689,NETAFIM
30-2690,NETAFIM
30-2691,NETAFIM
30-2692,NETAFIM
30-2693,NETAFIM
30-2694,NETAFIM
30-2695,NETAFIM
30-2696,NETAFIM
30-2697,NETAFIM
30-2698,NETAFIM
30-2699,NETAFIM
30-2700,NETAFIM
30-2701,NETAFIM
30-2702,NETAFIM
30-2703,NETAFIM
30-2704,NETAFIM
30-2705,NETAFIM
30-2706,NETAFIM
30-2707,NETAFIM
30-2708,NETAFIM
30-2709,NETAFIM
30-2710,NETAFIM
30-2711,NETAFIM
3027-115,LAGE15
30-2712,NETAFIM
3027-124,LAGE24
30-2713,NETAFIM
30-2714,NETAFIM
30-2715,NETAFIM
30-2716,NETAFIM
30-2717,NETAFIM
30-2718,NETAFIM
30-2719,NETAFIM
30-27199,NETAFIM
30-2720,NETAFIM
30-2721,NETAFIM
30-2722,NETAFIM
3027-224,LAGE24
30-2723,NETAFIM
30-27235,NETAFIM
30-2724,NETAFIM
30-2725,NETAFIM
30-2726,NETAFIM
30-2727,NETAFIM
30-2728,NETAFIM
30-2729,NETAFIM
30-2730,AG PROD
30-2731,NETAFIM
30-2732,NETAFIM
3027-324,LAGE24
30-2733,NETAFIM
30-2734,NETAFIM
30-2735,KING
30-2735,AG PROD
30-2736,KING
30-2737,RAINBIRD
30-2737,RDRIP
30-2738,RAINBIRD
30-2739,NETAFIM
30-2740,NETAFIM
30-2741,NETAFIM
30-2742,NETAFIM
30-2743,NETAFIM
30-2744,NETAFIM
30-2745,TORO
30-2746,TORO
30-2747,TORO
30-2748,TORO
30-2749,TORO
30-2750,TORO
30-2751,TORO
30-2752,TORO
30-2753,TORO
30-2754,TORO
30-2755,TORO
30-2756,NETAFIM
30-2757,TORO
30-2758,TORO
30-2759,TORO
30-2760,NETAFIM
30-2760,TORO
30-2761,TORO
30-2762,TORO
30-2763,TORO
30-2763,TCONT
30-2764,TORO
30-2765,TORO
30-2765,NETAFIM
30-2766,TORO
30-2767,TORO
30-2768,NETAFIM
30-2769,NETAFIM
30-2770,TORO
30-2771,TORO
30-2772,TORO
30-2773,TORO
30-2774,NETAFIM
30-2775,NETAFIM
30-2776,NETAFIM
30-2777,NETAFIM
30-2778,TORO
30-2779,TORO
30-2780,TORO
30-2781,DRIP LABOR
30-2781,RDRIP
30-2781,NETAFIM
30-2781,RAINBIRD
30-2781,MISC
30-2781,TUCOR
30-2781,IRRBID
30-2781,TORO
30-2782,TORO
30-2783,TORO
30-2784,NETAFIM
30-2785,TORO
30-2786,NETAFIM
30-2787,NETAFIM
30-2788,NETAFIM
30-2789,NETAFIM
30-2790,NETAFIM
30-2791,NETAFIM
30-2792,NETAFIM
30-2793,NETAFIM
30-2794,NETAFIM
30-2795,NETAFIM
30-2796,NETAFIM
30-2797,NETAFIM
30-2798,NETAFIM
30-2799,NETAFIM
30-2800,AQUA
30-2801,RDRIP
30-2801,RAINBIRD
30-2802,AQUA
30-2803,NETAFIM
30-2804,NETAFIM
30-2805,NETAFIM
30-2806,NETAFIM
30-2807,NETAFIM
30-2808,NETAFIM
30-2809,CHAMPION
30-2809,IRRBID
30-2810,NETAFIM
30-2811,NETAFIM
3028-115,LAGE15
30-2812,NETAFIM
30-2813,NETAFIM
30-2814,NETAFIM
30-2815,NETAFIM
30-2816,NETAFIM
30-2817,NETAFIM
30-2818,NETAFIM
30-2819,NETAFIM
30-2820,NETAFIM
30-2821,NETAFIM
30-2822,TORO
30-2823,TORO
30-2824,NETAFIM
30-2825,NETAFIM
30-2826,NETAFIM
30-2827,NETAFIM
30-2830,CHAMPION
30-2833,NETAFIM
30-2843,NETAFIM
30-2844,NETAFIM
30-2845,NETAFIM
30-2846,NETAFIM
30-2847,NETAFIM
30-2848,NETAFIM
30-2849,NETAFIM
30-2850,NETAFIM
30-2851,NETAFIM
30-2852,NETAFIM
30-2853,NETAFIM
30-2854,NETAFIM
30-2855,NETAFIM
30-2856,NETAFIM
30-2857,NETAFIM
30-2858,NETAFIM
30-2859,NETAFIM
30-2860,NETAFIM
30-2861,NETAFIM
30-2862,NETAFIM
30-2863,NETAFIM
30-2864,NETAFIM
30-2865,NETAFIM
30-2866,NETAFIM
30-2867,NETAFIM
30-2868,NETAFIM
30-2869,NETAFIM
30-2870,NETAFIM
30-2871,NETAFIM
3029-115,LAGE15
3030-115,ZELK15
3030-124,ZELK24
3030-125,ZELK24
3030-136,ZELK36
3030-148,ZELK48
30-3020,SAND
30-3020,EROSION
30-3021,GRAVEL
30-3021,SAND
30-3021,EROSION
3030-224,ZELK24
30-3025,SAND
30-3025,GRAVEL
30-3026,GRAVEL
30-3027,GRAVEL
30-3028,GRAVEL
30-3120,JUTE
30-3120,EROSION
3031-201,ZINN1
30-3121,EROSION
30-3122,JUTE
30-3122,LSSTOCK
30-3123,LSSTOCK
30-3123,LSBID
30-3123,EROSION
30-3124,LSSTOCK
30-3124,LSBID
30-3125,LSBID
30-3125,LSSTOCK
30-3126,LSBID
30-3126,LSSTOCK
30-3127,JUTE
30-3127,EROSION
3071-301,OPUN
3071-301,OPUN1
3100-001,LANT1
3100-101,LANT1
3100-201,LANT1
3100-301,LANT1
3100-302,LANT5
3100-305,LANT5
3100-401,LANT1
3100-404,GC
3100-404,LINER
3100-405,LANT5
3100-500,GC
3100-501,LANT1
3100-502,LANT5
3100-505,LANT5
3100-555,LANT5
3100-560,LANT1
3100-565,LANT5
3100-575,LANT5
3100-590,LANT5
3100-601,LANT1
3100-605,LANT5
3100-606,LANT5
3100-701,LANT1
3100-705,LANT5
3100-801,LANT1
3100-805,LANT5
3100-901,LANT1
3100-905,LANT5
3101-001,LANT1
3101-005,LANT5
3101-101,LANT1
3101-105,LANT5
3101-205,LANT5
3101-305,LANT5
3101-315,LSBID
3101-405,LANT5
3101-501,LANT1
3101-505,LANT5
3101-605,LANT5
3101-705,LANT5
3101-805,LANT5
3102-501,LANT1
3103-501,LANT1
3103-505,LANT5
3103-605,LANT5
3103-615,LANT15
3103-615,LANT115
3103-715,LANT15
3104-001,LANT1
3104-011,LANT1
3104-201,LANT1
3104-301,LANT1
3104-401,LANT1
3104-501,LANT1
3104-505,LANT5
3104-601,LANT1
3104-605,LANT5
3104-701,LANT1
3104-702,LANT1
3104-705,LANT5
3104-711,LANT1
3104-801,LANT1
3104-901,LANT1
3105-001,LANT1
3105-005,LANT5
3105-101,LANT1
3105-115,LAUR
3105-115,LAUR5
3105-201,LANT1
3105-205,LAUR5
3105-401,LANT1
3105-501,LANT1
3105-505,LANT5
3105-601,LANT1
3105-701,LANT1
3105-801,LANT1
3105-901,LANT1
3105-905,LANT5
3106-505,LANT5
3106-605,LANT5
3107-501,LANT1
3108-501,LANT1
31-0999,TROPE
31-1000,TROPE
31-1001,CALSENSE
31-1002,CALSENSE
3110-024,LAUR24
31-1003,CALSENSE
3110-036,LAUR36
31-1004,CALSENSE
31-1005,WCS
31-1006,HONEYWELL
31-1007,HONEYWELL
31-1008,HONEYWELL
31-1009,CALSENSE
3110-105,LAUR15
31-1011,RAINMASTER
3110-115,LAUR15
3110-115,LAUR
3110-124,LAUR
3110-124,LAUR24
31-1013,RAINMASTER
3110-136,LAUR36
3110-136,LAUR
31-1014,HUNTER
31-1015,WCS
31-1016,WCS
31-1017,WCS
31-1018,WCS
31-1019,WCS
31-1020,WCS
31-1021,WCS
3110-215,LAUR15
31-1022,WCS
3110-224,LAUR24
31-1023,WCS
3110-236,LAUR36
31-1024,WCS
31-1025,WCS
31-1026,WCS
31-1027,WCS
31-1028,WCS
31-1029,WCS
31-1030,WCS
31-1031,WCS
3110-315,LAUR15
31-1032,WCS
3110-324,LAUR24
31-1033,WCS
3110-336,LAUR36
31-1034,WCS
31-1035,WCS
31-1036,WCS
31-1037,WCS
31-1038,WCS
31-1039,IRRBID
3110-415,LAUR15
3110-424,LAUR24
3110-436,LAUR36
3110-515,LAUR15
3110-524,LAUR24
31-1060,CALSENSE
31-1061,CALSENSE
3110-615,LAUR15
31-1062,IRROMETER
3110-624,LAUR24
31-1063,MATCO
31-1064,HARCO
31-1064,101010
31-1065,MATCO
31-1066,MATCO
31-1069,LEMEUR
31-1070,LEMEUR
31-1070,IRRBID
31-1071,IRRBID
31-1071,LEMEUR
3110-715,LAUR15
31-1072,LEMEUR
31-1072,IRRBID
3110-724,LAUR24
31-1073,LEMEUR
31-1074,MATCO
31-1075,MATCO
31-1076,MATCO
31-1077,MATCO
31-1078,MATCO
31-1079,MATCO
31-1080,CALSENSE
31-1081,CALSENSE
31-1082,CALSENSE
3110-824,LAUR24
31-1083,CALSENSE
31-1084,CALSENSE
31-1085,HSP
31-1086,CALSENSE
31-1087,CALSENSE
31-1088,CALSENSE
31-1089,CALSENSE
31-1090,CALSENSE
31-1091,CALSENSE
31-1092,CALSENSE
3110-924,LAUR24
31-1093,CALSENSE
31-1094,CALSENSE
31-1095,CALSENSE
31-1096,CALSENSE
31-1097,CALSENSE
31-1098,CALSENSE
31-1099,PTS
31-1100,CALSENSE
31-1101,CALSENSE
31-1102,CALSENSE
31-1103,CALSENSE
31-1104,CALSENSE
31-1105,CALSENSE
31-1106,CALSENSE
31-1107,CALSENSE
31-1108,HONEYWELL
31-1109,HONEYWELL
31-1110,CALSENSE
31-1111,IRRBID
31-1112,CALSENSE
3111-124,LAUR24
31-1118,IRRBID
31-1118,CALSENSE
31-1118,IRRIGATION
31-1119,CALSENSE
31-1120,CALSENSE
31-1121,CALSENSE
31-1130,CALSENSE
31-1140,IRRIGATION
31-1140,CALSENSE
31-1160,CALSENSE
31-1176,MATCO
31-1177,MATCO
31-1180,MATCO
31-1181,MATCO
31-1185,MATCO
31-1186,MATCO
31-1187,MATCO
31-1188,MATCO
31-1189,MATCO
31-1200,WCS
31-1201,RAINBIRD
31-1240,CALSENSE
31-1300,CALSENSE
31-1301,CALSENSE
31-1400,WEATHERTRAK
3115-005,LEPT5
3115-015,LEPT15
3115-105,LEPT5
3115-205,LEPT5
3115-415,LEPT15
3115-501,LEPT1
3115-505,LEPT5
3115-515,LEPT15
3115-615,LEPT15
3115-715,LEPT15
3115-801,CALY1
3115-901,CALY1
3115-905,CALL5
3116-105,LEPT5
3116-205,LEPT5
3116-305,LEPT5
3117-015,DASY15
3117-101,PACH1
3117-215,PACH15
3117-224,PACH1
3117-248,PACH15
3117-415,PACH15
3117-424,PACH15
3117-424,PACH24
3117-515,PACH15
3118-101,PAEO1
31-2000,HYDRORAIN
31-2001,HYDRORAIN
31-2002,HYDRORAIN
31-2003,HYDRORAIN
31-2004,HYDRORAIN
31-2005,HYDRORAIN
31-2006,HYDRORAIN
31-2007,HYDRORAIN
31-2008,HYDRORAIN
31-2009,HYDRORAIN
31-2010,HYDRORAIN
31-2011,HYDRORAIN
31-2012,HYDRORAIN
3120-121,LEPT1
3120-124,LEPT24
31-2013,HYDRORAIN
3120-131,LEPT1
3120-136,LEPT36
3120-136,LEPT24
31-2014,HYDRORAIN
31-2015,HYDRORAIN
31-2016,HYDRORAIN
31-2017,HYDRORAIN
31-2018,HYDRORAIN
31-2019,HYDRORAIN
31-2020,HYDRORAIN
31-2021,HYDRORAIN
31-2022,HYDRORAIN
3120-224,LEPT24
31-2023,HYDRORAIN
3120-236,LEPT36
3120-236,LEPT36
31-2031,IRRBID
31-2031,GPIPE
3120-324,LEPT24
3120-501,LEPT1
3120-505,LEPT5
3120-515,LEPT15
3120-524,LEPT24
3120-615,LEPT15
3120-715,LEPT15
3120-901,LEPT1
3124-101,TERR2
3125-415,LEPT15
3125-501,LEPT1
3125-505,LEPT5
3125-515,LEPT15
3126-315,LEPT15
3127-305,LEPT5
3127-315,LEPT15
3129.148,LAGE48
3129-115,LAGE15
3129-148,LAGE48
3129-215,LAGE15
3129-248,LAGE48
3129-315,LAGE15
3129-415,LAGE15
3129-417,LAGE15
3129-424,LAGE24
3129-515,LAGE15
3129-524,LAGE24
3129-615,LAGE15
3129-624,LAGE24
3129-715,LAGE15
3129-815,LAGE15
3130-024,LIGU24
3130-124,LIGU24
3130-126,LIGU36
3130-136,LIGU36
3130-224,LIGU24
3130-324,LIGU24
3130-424,LIGU24
3130-501,LIGU1
3130-505,LIGU5
3130-515,LIGU15
3130-605,LIGU5
3130-624,LIGU24
3130-705,LIGU5
3131-105,LIGU5
3131-124,LIGU24
3131-125,LIGU24
3131-126,LIGU24
3131-201,LIGU1
3131-205,LIGU5
3131-224,LIGU24
3131-301,LIGU1
3131-305,LAVA5
3131-405,LIGU5
3131-505,LAVA5
3131-605,LAVA5
3131-705,LAVA5
3131-801,LAVA1
3131-805,LAVA5
3131-905,LIGU5
3132-024,LIGU24
3135-115,PERO15
3135-501,LIMO1
3135-601,LIGU1
3135-701,LIMO1
3135-701,1812
3135-705,PERO5
3135-805,PERO5
3135-901,PERO1
3135-905,PERO5
3135-915,PERO5
31-9999,IRRBID
32-0000,LSBID
32-0000,DEEP
32-0000,LSSTOCK
32-0001,CONDUIT
32-0001,IRRBID
32-0001,PULL
32-0002,MISC
32-0003,LSSTOCK
32-0003,LSBID
32-0003,DEEP
32-0005,RCONT
32-0005,PTS
32-0006,ASS
32-0006,PTS
32-0007,PTS
32-0007,ASS
32-0008,PTS
32-0008,ASS
32-0009,LSBID
32-0009,LSSTOCK
32-0009,DEEP
32-0011,RAINBIRD
32-0011,PTS
32-0011,RCONT
32-0012,RCONT
32-0012,RAINBIRD
32-0012,PTS
32-0013,PTS
32-0013,RCONT
32-0013,RAINBIRD
32-0014,PTS
32-0014,RAINBIRD
32-0014,RCONT
32-0015,PTS
32-0015,RCONT
32-0015,RAINBIRD
32-0016,RCONT
32-0016,RAINBIRD
32-0016,PTS
32-0017,RAINBIRD
32-0018,IRRBID
32-0019,CONTR
32-0019,ASS
32-0020,ASS
32-0020,CONTR
32-0021,CONTR
32-0021,ASS
32-0022,ASS
32-0022,CONTR
32-0023,CONTR
32-0023,ASS
32-0024,CONTR
32-0024,ASS
32-0025,IRRBID
32-0025,PUMP
32-0026,PUMP
32-0026,IRRBID
32-0027,PUMP
32-0027,IRRBID
32-0028,IRRBID
32-0028,PUMP
32-0034,PUMP
32-0035,JDGT
32-0035,CONTR
32-0035,ASS
32-0036,JDGT
32-0036,ASS
32-0036,CONTR
32-0037,CONTR
32-0037,JDGT
32-0037,ASS
32-0038,ASS
32-0038,JDGT
32-0038,CONTR
32-0039,CONTR
32-0039,JDGT
32-0039,ASS
32-0040,ASS
32-0040,JDGT
32-0040,CONTR
32-0041,MISC
32-0041,IRRBID
32-0042,JDGT
32-0043,JDGT
32-0044,ASS
32-0044,CONTR
32-0045,ASS
32-0045,CONTR
32-0046,CONTR
32-0046,ASS
32-0047,ASS
32-0047,CONTR
32-0048,CONTR
32-0048,ASS
32-0049,ASS
32-0049,CONTR
32-0050,RAINMASTER
32-0050,JDGT
32-0051,IRRSTOCK
32-0051,IMPERIAL
32-0051,IRRIGATION
32-0051,IRRBID
32-0051,RAINBIRD
32-0052,IRRSTOCK
32-0052,IRRIGATION
32-0052,RAINBIRD
32-0052,IRRBID
32-0052,IMPERIAL
32-0053,IMPERIAL
32-0053,RCONT
32-0053,RVALVE
32-0053,RAINBIRD
32-0054,RAINBIRD
32-0055,RCONT
32-0055,RAINBIRD
32-0056,RCONT
32-0056,RAINBIRD
32-0057,RCONT
32-0057,RAINBIRD
32-0058,RCONT
32-0058,RAINBIRD
32-0059,RCONT
32-0059,RAINBIRD
32-0060,RAINBIRD
32-0060,RCONT
32-0061,RCONT
32-0061,RAINBIRD
32-0062,RAINBIRD
32-0062,RCONT
32-0063,RCONT
32-0063,RAINBIRD
32-0064,RAINBIRD
32-0064,RCONT
32-0065,RCONT
32-0065,RAINBIRD
32-0066,RVALVE
32-0066,RAINBIRD
32-0066,RCONT
32-0067,RCONT
32-0067,RVALVE
32-0067,RAINBIRD
32-0068,RCONT
32-0068,RVALVE
32-0069,RVALVE
32-0069,RCONT
32-0070,RVALVE
32-0070,RCONT
32-0071,RVALVE
32-0071,RCONT
32-0072,IMPERIAL
32-0073,RVALVE
32-0073,RAINBIRD
32-0073,RCONT
32-0074,RCONT
32-0075,RCONT
32-0076,IMPERIAL
32-0077,RCONT
32-0078,RCONT
32-0079,RCONT
32-0080,IRRBID
32-0080,ASS
32-0507,IRRBID
32-0600,STRONGBOX
32-1000,BOX
32-1000,NDS
32-1000,IRRIGATION
32-1001,IRRBID
32-1001,BOX
32-1001,NDS
32-1002,IRRBID
32-1002,BOX
32-1002,NDS
32-1003,BOX
32-1003,NDS
32-1004,BOX
32-1004,NDS
32-1005,POC
32-1005,IRRBID
32-1007,IRRBID
32-1008,POC
32-1008,IRRBID
32-1009,POC
32-1009,IRRBID
32-1010,IRRBID
32-1011,IRRBID
32-1012,IRRBID
32-1020,IRRBID
32-1020,BOX
32-1020,IRRIGATION
32-1021,IRRIGATION
32-1021,IRRBID
32-1021,BOX
32-1027,STRONG
32-1028,STRONG
32-1028,STRONGBOX
32-1029,IRRBID
32-1029,BOX
32-1030,IRRBID
32-1030,BOX
32-1031,STRONGBOX
32-1031,STRONG
32-1032,STRONGBOX
32-1032,STRONG
32-1033,STRONGBOX
32-1034,STRONGBOX
32-1035,IRRBID
32-1036,IRRBID
32-1037,STRONGBOX
32-1037,STRONG
32-1038,STRONGBOX
32-1038,POLAR
32-1039,LEMEUR
32-1040,STRONG
32-1040,ALLSPEC
32-1040.1,ALLSPEC
32-1040.1,STRONG
32-1041,STRONGBOX
32-1042,STRONGBOX
32-1043,STRONGBOX
32-1044,STRONGBOX
32-1045,STRONGBOX
32-1046,BOX
32-1047,IRRBID
32-1048,STRONG
32-1048,IRRBID
32-1049,LEMEUR
32-1050,LAMAX
32-1051,LEMEUR
32-1052,LEMEUR
32-1053,LEMEUR
32-1054,BACKFLOW
32-1054,FEBCO
32-1054,LEMEUR
32-1054,LAMAX
32-1055,LEMEUR
32-1056,IRRSTOCK
32-1058,RW
32-1059,STRONG
32-1060,IRRIGATION
32-1060,LAMAX
32-1060,IRRBID
32-1061,IRRBID
32-1062,IRRBID
32-1063,IRRBID
32-1063,HS1
32-1064,STRONGBOX
32-1064,IRRBID
32-1064,STRONG
32-1064,VIT
32-1065,HS1
32-1066,STRONG
32-1066,STRONGBOX
32-1067,STRONGBOX
32-1067,STRONG
32-1068,STRONG
32-1068,STRONGBOX
32-1069,STRONGBOX
32-1069,STRONG
32-1070,STRONGBOX
32-1070,STRONG
32-1071,STRONG
32-1071,STRONGBOX
32-1072,STRONGBOX
32-1072,STRONG
32-1073,STRONG
32-1073,STRONGBOX
32-1074,STRONGBOX
32-1074,STRONG
32-1075,STRONG
32-1075,STRONGBOX
32-1076,STRONG
32-1076,STRONGBOX
32-1077,STRONGBOX
32-1077,STRONG
32-1078,STRONGBOX
32-1078,STRONG
32-1079,STRONGBOX
32-1079,STRONG
32-1080,IRRIGATION
32-1080,IRRBID
32-1080,RW
32-1081,WIRE
32-1081,RW
32-10815,RW
32-1082,IRRBID
32-1083,STRONGBOX
32-1083,STRONG
32-1085,STRONG
32-1085,STRONGBOX
32-1086,HSP
32-1087,HSPOP
32-1088,HSP
32-1089,HSP
32-1090,HSP
32-1091,HSP
32-1092,HSP
32-1093,HSPOP
32-1094,HSPOP
32-1095,HSPOP
32-1096,HSP
32-1097,HSP
32-1098,HSP
32-1099,HSP
32-1100,HSP
32-1101,HSPOP
32-1102,HSP
32-1103,HSP
32-1104,HSP
32-1105,STRONG
32-1105,STRONGBOX
32-1106,HSPOP
